category,schema,object,subobject,local_state,remote_state,status,severity,source_migration,details,recommended_action
column,public,treinos,template_origin_type,present,present,EQUIVALENT,info,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=YES remote_raw=YES local_norm=YES remote_norm=YES local_hash=b8836b6 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=15 remote_raw=15 local_norm=15 remote_norm=15 local_hash=5970cb remote_hash=5970cb,No action.,20260728030000_workout_delivery_integration_v1.sql
column,public,treinos,user_id,present,present,EQUIVALENT,info,data_type: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; udt_name: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=2 remote_raw=2 local_norm=2 remote_norm=2 local_hash=2b5d7 remote_hash=2b5d7,No action.,20260716090000_baseline_aruka_v1.sql
column,public,workout_templates,created_at,present,present,EQUIVALENT,info,data_type: local_raw=timestamp with time zone remote_raw=timestamp with time zone local_norm=timestamptz remote_norm=timestamptz local_hash=7acf37c7 remote_hash=7acf37c7; udt_name: local_raw=timestamptz remote_raw=timestamptz local_norm=timestamptz remote_norm=timestamptz local_hash=7acf37c7 remote_hash=7acf37c7; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=now() remote_raw=now() local_norm=now() remote_norm=now() local_hash=1004652a remote_hash=1004652a; ordinal_position: local_raw=12 remote_raw=12 local_norm=12 remote_norm=12 local_hash=5970c8 remote_hash=5970c8,No action.,20260716090000_baseline_aruka_v1.sql
column,public,workout_templates,description,present,present,EQUIVALENT,info,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=''::text remote_raw=''::text local_norm='' remote_norm='' local_hash=596f73 remote_hash=596f73; ordinal_position: local_raw=8 remote_raw=8 local_norm=8 remote_norm=8 local_hash=2b5dd remote_hash=2b5dd,No action.,20260716090000_baseline_aruka_v1.sql
column,public,workout_templates,id,present,present,EQUIVALENT,info,data_type: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; udt_name: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=gen_random_uuid() remote_raw=gen_random_uuid() local_norm=gen_random_uuid() remote_norm=gen_random_uuid() local_hash=e283166 remote_hash=e283166; ordinal_position: local_raw=1 remote_raw=1 local_norm=1 remote_norm=1 local_hash=2b5d6 remote_hash=2b5d6,No action.,20260716090000_baseline_aruka_v1.sql
column,public,workout_templates,is_active,present,present,EQUIVALENT,info,data_type: local_raw=boolean remote_raw=boolean local_norm=bool remote_norm=bool local_hash=7c94b391 remote_hash=7c94b391; udt_name: local_raw=bool remote_raw=bool local_norm=bool remote_norm=bool local_hash=7c94b391 remote_hash=7c94b391; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=true remote_raw=true local_norm=true remote_norm=true local_hash=7c9e9fe5 remote_hash=7c9e9fe5; ordinal_position: local_raw=11 remote_raw=11 local_norm=11 remote_norm=11 local_hash=5970c7 remote_hash=5970c7,No action.,20260716090000_baseline_aruka_v1.sql
column,public,workout_templates,is_system,present,present,EQUIVALENT,info,data_type: local_raw=boolean remote_raw=boolean local_norm=bool remote_norm=bool local_hash=7c94b391 remote_hash=7c94b391; udt_name: local_raw=bool remote_raw=bool local_norm=bool remote_norm=bool local_hash=7c94b391 remote_hash=7c94b391; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=false remote_raw=false local_norm=false remote_norm=false local_hash=f6bcef0 remote_hash=f6bcef0; ordinal_position: local_raw=10 remote_raw=10 local_norm=10 remote_norm=10 local_hash=5970c6 remote_hash=5970c6,No action.,20260716090000_baseline_aruka_v1.sql
column,public,workout_templates,level,present,present,EQUIVALENT,info,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=''::text remote_raw=''::text local_norm='' remote_norm='' local_hash=596f73 remote_hash=596f73; ordinal_position: local_raw=7 remote_raw=7 local_norm=7 remote_norm=7 local_hash=2b5dc remote_hash=2b5dc,No action.,20260716090000_baseline_aruka_v1.sql
column,public,workout_templates,name,present,present,EQUIVALENT,info,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=3 remote_raw=3 local_norm=3 remote_norm=3 local_hash=2b5d8 remote_hash=2b5d8,No action.,20260716090000_baseline_aruka_v1.sql
column,public,workout_templates,objective,present,present,EQUIVALENT,info,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=''::text remote_raw=''::text local_norm='' remote_norm='' local_hash=596f73 remote_hash=596f73; ordinal_position: local_raw=6 remote_raw=6 local_norm=6 remote_norm=6 local_hash=2b5db remote_hash=2b5db,No action.,20260716090000_baseline_aruka_v1.sql
column,public,workout_templates,owner_id,present,present,EQUIVALENT,info,data_type: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; udt_name: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=2 remote_raw=2 local_norm=2 remote_norm=2 local_hash=2b5d7 remote_hash=2b5d7,No action.,20260716090000_baseline_aruka_v1.sql
column,public,workout_templates,reference_gender,present,present,EQUIVALENT,info,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw='Unissex'::text remote_raw='Unissex'::text local_norm='unissex' remote_norm='unissex' local_hash=bbfda062 remote_hash=bbfda062; ordinal_position: local_raw=4 remote_raw=4 local_norm=4 remote_norm=4 local_hash=2b5d9 remote_hash=2b5d9,No action.,20260716090000_baseline_aruka_v1.sql
column,public,workout_templates,split_type,present,present,EQUIVALENT,info,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw='Outro'::text remote_raw='Outro'::text local_norm='outro' remote_norm='outro' local_hash=c9523eec remote_hash=c9523eec; ordinal_position: local_raw=5 remote_raw=5 local_norm=5 remote_norm=5 local_hash=2b5da remote_hash=2b5da,No action.,20260716090000_baseline_aruka_v1.sql
column,public,workout_templates,template_data,present,present,EQUIVALENT,info,data_type: local_raw=jsonb remote_raw=jsonb local_norm=jsonb remote_norm=jsonb local_hash=fbe1be1 remote_hash=fbe1be1; udt_name: local_raw=jsonb remote_raw=jsonb local_norm=jsonb remote_norm=jsonb local_hash=fbe1be1 remote_hash=fbe1be1; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=9 remote_raw=9 local_norm=9 remote_norm=9 local_hash=2b5de remote_hash=2b5de,No action.,20260716090000_baseline_aruka_v1.sql
column,public,workout_templates,updated_at,present,present,EQUIVALENT,info,data_type: local_raw=timestamp with time zone remote_raw=timestamp with time zone local_norm=timestamptz remote_norm=timestamptz local_hash=7acf37c7 remote_hash=7acf37c7; udt_name: local_raw=timestamptz remote_raw=timestamptz local_norm=timestamptz remote_norm=timestamptz local_hash=7acf37c7 remote_hash=7acf37c7; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=now() remote_raw=now() local_norm=now() remote_norm=now() local_hash=1004652a remote_hash=1004652a; ordinal_position: local_raw=13 remote_raw=13 local_norm=13 remote_norm=13 local_hash=5970c9 remote_hash=5970c9,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,aceites_legais,aceites_legais_pkey,present,present,EQUIVALENT,info,constraint_type: local_raw=p remote_raw=p local_norm=PRIMARY_KEY remote_norm=PRIMARY_KEY local_hash=7c5e7f71 remote_hash=7c5e7f71; definition: local_raw=PRIMARY KEY (id) remote_raw=PRIMARY KEY (id) local_norm=primary key(id) remote_norm=primary key(id) local_hash=dd4f98b0 remote_hash=dd4f98b0,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,aceites_legais,aceites_legais_user_id_fkey,present,present,EQUIVALENT,info,constraint_type: local_raw=f remote_raw=f local_norm=FOREIGN_KEY remote_norm=FOREIGN_KEY local_hash=3e532317 remote_hash=3e532317; definition: local_raw=FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE remote_raw=FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE local_norm=foreign key (user_id) references auth.users(id) on delete cascade remote_norm=foreign key (user_id) references auth.users(id) on delete cascade local_hash=817742da remote_hash=817742da,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,aceites_legais,aceites_legais_versao_unica,present,present,EQUIVALENT,info,"constraint_type: local_raw=u remote_raw=u local_norm=UNIQUE remote_norm=UNIQUE local_hash=d3d264fc remote_hash=d3d264fc; definition: local_raw=UNIQUE (user_id, politica_versao, termos_versao) remote_raw=UNIQUE (user_id, politica_versao, termos_versao) local_norm=unique(user_id, politica_versao, termos_versao) remote_norm=unique(user_id, politica_versao, termos_versao) local_hash=6f76cd3d remote_hash=6f76cd3d",No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,acompanhamento_eventos,acompanhamento_eventos_aluno_id_fkey,present,present,EQUIVALENT,info,constraint_type: local_raw=f remote_raw=f local_norm=FOREIGN_KEY remote_norm=FOREIGN_KEY local_hash=3e532317 remote_hash=3e532317; definition: local_raw=FOREIGN KEY (aluno_id) REFERENCES alunos(id) ON DELETE RESTRICT remote_raw=FOREIGN KEY (aluno_id) REFERENCES alunos(id) ON DELETE RESTRICT local_norm=foreign key(aluno_id) references alunos(id) on delete restrict remote_norm=foreign key(aluno_id) references alunos(id) on delete restrict local_hash=9e80d2a6 remote_hash=9e80d2a6,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,acompanhamento_eventos,acompanhamento_eventos_pkey,present,present,EQUIVALENT,info,constraint_type: local_raw=p remote_raw=p local_norm=PRIMARY_KEY remote_norm=PRIMARY_KEY local_hash=7c5e7f71 remote_hash=7c5e7f71; definition: local_raw=PRIMARY KEY (id) remote_raw=PRIMARY KEY (id) local_norm=primary key(id) remote_norm=primary key(id) local_hash=dd4f98b0 remote_hash=dd4f98b0,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,acompanhamento_eventos,acompanhamento_eventos_plano_id_fkey,present,present,EQUIVALENT,info,constraint_type: local_raw=f remote_raw=f local_norm=FOREIGN_KEY remote_norm=FOREIGN_KEY local_hash=3e532317 remote_hash=3e532317; definition: local_raw=FOREIGN KEY (plano_id) REFERENCES planos(id) ON DELETE SET NULL remote_raw=FOREIGN KEY (plano_id) REFERENCES planos(id) ON DELETE SET NULL local_norm=foreign key(plano_id) references planos(id) on delete set null remote_norm=foreign key(plano_id) references planos(id) on delete set null local_hash=2cf27a53 remote_hash=2cf27a53,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,acompanhamento_eventos,acompanhamento_eventos_tipo_check,present,present,EQUIVALENT_REPRESENTATION_DIFFERENCE,info,"constraint_type: local_raw=c remote_raw=c local_norm=CHECK remote_norm=CHECK local_hash=ce413a3 remote_hash=ce413a3; definition: local_raw=CHECK ((tipo = ANY (ARRAY['acompanhamento_iniciado'::text, 'acompanhamento_encerrado'::text, 'acompanhamento_reativado'::text, 'plano_renovado'::text]))) remote_raw=CHECK (tipo = ANY (ARRAY['acompanhamento_iniciado'::text, 'acompanhamento_encerrado'::text, 'acompanhamento_reativado'::text, 'plano_renovado'::text])) local_norm=check(tipo = any (array['acompanhamento_encerrado', 'acompanhamento_iniciado', 'acompanhamento_reativado', 'plano_renovado'])) remote_norm=check(tipo = any (array['acompanhamento_encerrado', 'acompanhamento_iniciado', 'acompanhamento_reativado', 'plano_renovado'])) local_hash=34e46b40 remote_hash=34e46b40",No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,acompanhamento_eventos,acompanhamento_eventos_user_id_fkey,present,present,EQUIVALENT,info,constraint_type: local_raw=f remote_raw=f local_norm=FOREIGN_KEY remote_norm=FOREIGN_KEY local_hash=3e532317 remote_hash=3e532317; definition: local_raw=FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE remote_raw=FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE local_norm=foreign key (user_id) references auth.users(id) on delete cascade remote_norm=foreign key (user_id) references auth.users(id) on delete cascade local_hash=817742da remote_hash=817742da,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,admin_logs,admin_logs_admin_user_id_fkey,present,present,EQUIVALENT,info,constraint_type: local_raw=f remote_raw=f local_norm=FOREIGN_KEY remote_norm=FOREIGN_KEY local_hash=3e532317 remote_hash=3e532317; definition: local_raw=FOREIGN KEY (admin_user_id) REFERENCES auth.users(id) remote_raw=FOREIGN KEY (admin_user_id) REFERENCES auth.users(id) local_norm=foreign key (admin_user_id) references auth.users(id) remote_norm=foreign key (admin_user_id) references auth.users(id) local_hash=2124300e remote_hash=2124300e,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,admin_logs,admin_logs_pkey,present,present,EQUIVALENT,info,constraint_type: local_raw=p remote_raw=p local_norm=PRIMARY_KEY remote_norm=PRIMARY_KEY local_hash=7c5e7f71 remote_hash=7c5e7f71; definition: local_raw=PRIMARY KEY (id) remote_raw=PRIMARY KEY (id) local_norm=primary key(id) remote_norm=primary key(id) local_hash=dd4f98b0 remote_hash=dd4f98b0,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,admin_logs,admin_logs_target_user_id_fkey,present,present,EQUIVALENT,info,constraint_type: local_raw=f remote_raw=f local_norm=FOREIGN_KEY remote_norm=FOREIGN_KEY local_hash=3e532317 remote_hash=3e532317; definition: local_raw=FOREIGN KEY (target_user_id) REFERENCES auth.users(id) remote_raw=FOREIGN KEY (target_user_id) REFERENCES auth.users(id) local_norm=foreign key (target_user_id) references auth.users(id) remote_norm=foreign key (target_user_id) references auth.users(id) local_hash=7a967b8c remote_hash=7a967b8c,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,alunos,alunos_acompanhamento_status_check,present,present,EQUIVALENT_REPRESENTATION_DIFFERENCE,info,"constraint_type: local_raw=c remote_raw=c local_norm=CHECK remote_norm=CHECK local_hash=ce413a3 remote_hash=ce413a3; definition: local_raw=CHECK ((acompanhamento_status = ANY (ARRAY['ativo'::text, 'encerrado'::text, 'nao_renovado'::text, 'cancelado'::text]))) remote_raw=CHECK (acompanhamento_status = ANY (ARRAY['ativo'::text, 'nao_renovado'::text, 'cancelado'::text, 'encerrado'::text])) local_norm=check(acompanhamento_status = any (array['ativo', 'cancelado', 'encerrado', 'nao_renovado'])) remote_norm=check(acompanhamento_status = any (array['ativo', 'cancelado', 'encerrado', 'nao_renovado'])) local_hash=9ce03f36 remote_hash=9ce03f36",No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,alunos,alunos_pkey,present,present,EQUIVALENT,info,constraint_type: local_raw=p remote_raw=p local_norm=PRIMARY_KEY remote_norm=PRIMARY_KEY local_hash=7c5e7f71 remote_hash=7c5e7f71; definition: local_raw=PRIMARY KEY (id) remote_raw=PRIMARY KEY (id) local_norm=primary key(id) remote_norm=primary key(id) local_hash=dd4f98b0 remote_hash=dd4f98b0,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,alunos,alunos_student_user_id_fkey,present,absent,LOCAL_ONLY,critical,20260730090000_student_identity_contract.sql,Object exists locally but not in remote evidence.,Do not repair this migration as applied until reconciled.
constraint,public,alunos,alunos_user_id_fkey,present,present,EQUIVALENT,info,constraint_type: local_raw=f remote_raw=f local_norm=FOREIGN_KEY remote_norm=FOREIGN_KEY local_hash=3e532317 remote_hash=3e532317; definition: local_raw=FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE remote_raw=FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE local_norm=foreign key (user_id) references auth.users(id) on delete cascade remote_norm=foreign key (user_id) references auth.users(id) on delete cascade local_hash=817742da remote_hash=817742da,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,anamneses,anamneses_aluno_id_fkey,present,present,EQUIVALENT,info,constraint_type: local_raw=f remote_raw=f local_norm=FOREIGN_KEY remote_norm=FOREIGN_KEY local_hash=3e532317 remote_hash=3e532317; definition: local_raw=FOREIGN KEY (aluno_id) REFERENCES alunos(id) ON DELETE CASCADE remote_raw=FOREIGN KEY (aluno_id) REFERENCES alunos(id) ON DELETE CASCADE local_norm=foreign key(aluno_id) references alunos(id) on delete cascade remote_norm=foreign key(aluno_id) references alunos(id) on delete cascade local_hash=1bae86ba remote_hash=1bae86ba,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,anamneses,anamneses_pkey,present,present,EQUIVALENT,info,constraint_type: local_raw=p remote_raw=p local_norm=PRIMARY_KEY remote_norm=PRIMARY_KEY local_hash=7c5e7f71 remote_hash=7c5e7f71; definition: local_raw=PRIMARY KEY (id) remote_raw=PRIMARY KEY (id) local_norm=primary key(id) remote_norm=primary key(id) local_hash=dd4f98b0 remote_hash=dd4f98b0,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,anamneses,anamneses_user_id_fkey,present,present,EQUIVALENT,info,constraint_type: local_raw=f remote_raw=f local_norm=FOREIGN_KEY remote_norm=FOREIGN_KEY local_hash=3e532317 remote_hash=3e532317; definition: local_raw=FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE remote_raw=FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE local_norm=foreign key (user_id) references auth.users(id) on delete cascade remote_norm=foreign key (user_id) references auth.users(id) on delete cascade local_hash=817742da remote_hash=817742da,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,aoe_audit_events,aoe_audit_events_pkey,present,present,EQUIVALENT,info,constraint_type: local_raw=p remote_raw=p local_norm=PRIMARY_KEY remote_norm=PRIMARY_KEY local_hash=7c5e7f71 remote_hash=7c5e7f71; definition: local_raw=PRIMARY KEY (id) remote_raw=PRIMARY KEY (id) local_norm=primary key(id) remote_norm=primary key(id) local_hash=dd4f98b0 remote_hash=dd4f98b0,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,aoe_decision_traces,aoe_decision_traces_decision_id_fkey,present,present,EQUIVALENT,info,constraint_type: local_raw=f remote_raw=f local_norm=FOREIGN_KEY remote_norm=FOREIGN_KEY local_hash=3e532317 remote_hash=3e532317; definition: local_raw=FOREIGN KEY (decision_id) REFERENCES aoe_decisions(id) ON DELETE CASCADE remote_raw=FOREIGN KEY (decision_id) REFERENCES aoe_decisions(id) ON DELETE CASCADE local_norm=foreign key(decision_id) references aoe_decisions(id) on delete cascade remote_norm=foreign key(decision_id) references aoe_decisions(id) on delete cascade local_hash=b937cac remote_hash=b937cac,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,aoe_decision_traces,aoe_decision_traces_pkey,present,present,EQUIVALENT,info,constraint_type: local_raw=p remote_raw=p local_norm=PRIMARY_KEY remote_norm=PRIMARY_KEY local_hash=7c5e7f71 remote_hash=7c5e7f71; definition: local_raw=PRIMARY KEY (id) remote_raw=PRIMARY KEY (id) local_norm=primary key(id) remote_norm=primary key(id) local_hash=dd4f98b0 remote_hash=dd4f98b0,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,aoe_decisions,aoe_decisions_actor_id_fkey,present,present,EQUIVALENT,info,constraint_type: local_raw=f remote_raw=f local_norm=FOREIGN_KEY remote_norm=FOREIGN_KEY local_hash=3e532317 remote_hash=3e532317; definition: local_raw=FOREIGN KEY (actor_id) REFERENCES auth.users(id) ON DELETE RESTRICT remote_raw=FOREIGN KEY (actor_id) REFERENCES auth.users(id) ON DELETE RESTRICT local_norm=foreign key (actor_id) references auth.users(id) on delete restrict remote_norm=foreign key (actor_id) references auth.users(id) on delete restrict local_hash=2eb829a0 remote_hash=2eb829a0,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,aoe_decisions,aoe_decisions_pkey,present,present,EQUIVALENT,info,constraint_type: local_raw=p remote_raw=p local_norm=PRIMARY_KEY remote_norm=PRIMARY_KEY local_hash=7c5e7f71 remote_hash=7c5e7f71; definition: local_raw=PRIMARY KEY (id) remote_raw=PRIMARY KEY (id) local_norm=primary key(id) remote_norm=primary key(id) local_hash=dd4f98b0 remote_hash=dd4f98b0,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,aoe_decisions,aoe_decisions_student_id_fkey,present,present,EQUIVALENT,info,constraint_type: local_raw=f remote_raw=f local_norm=FOREIGN_KEY remote_norm=FOREIGN_KEY local_hash=3e532317 remote_hash=3e532317; definition: local_raw=FOREIGN KEY (student_id) REFERENCES alunos(id) ON DELETE RESTRICT remote_raw=FOREIGN KEY (student_id) REFERENCES alunos(id) ON DELETE RESTRICT local_norm=foreign key(student_id) references alunos(id) on delete restrict remote_norm=foreign key(student_id) references alunos(id) on delete restrict local_hash=e1c6624e remote_hash=e1c6624e,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,aoe_human_reviews,aoe_human_reviews_decision_id_fkey,present,present,EQUIVALENT,info,constraint_type: local_raw=f remote_raw=f local_norm=FOREIGN_KEY remote_norm=FOREIGN_KEY local_hash=3e532317 remote_hash=3e532317; definition: local_raw=FOREIGN KEY (decision_id) REFERENCES aoe_decisions(id) ON DELETE CASCADE remote_raw=FOREIGN KEY (decision_id) REFERENCES aoe_decisions(id) ON DELETE CASCADE local_norm=foreign key(decision_id) references aoe_decisions(id) on delete cascade remote_norm=foreign key(decision_id) references aoe_decisions(id) on delete cascade local_hash=b937cac remote_hash=b937cac,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,aoe_human_reviews,aoe_human_reviews_notes_length,present,present,EQUIVALENT_REPRESENTATION_DIFFERENCE,info,constraint_type: local_raw=c remote_raw=c local_norm=CHECK remote_norm=CHECK local_hash=ce413a3 remote_hash=ce413a3; definition: local_raw=CHECK ((char_length(notes) <= 500)) remote_raw=CHECK (char_length(notes) <= 500) local_norm=check(char_length(notes) <= 500) remote_norm=check(char_length(notes) <= 500) local_hash=66d1b3bb remote_hash=66d1b3bb,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,aoe_human_reviews,aoe_human_reviews_pkey,present,present,EQUIVALENT,info,constraint_type: local_raw=p remote_raw=p local_norm=PRIMARY_KEY remote_norm=PRIMARY_KEY local_hash=7c5e7f71 remote_hash=7c5e7f71; definition: local_raw=PRIMARY KEY (id) remote_raw=PRIMARY KEY (id) local_norm=primary key(id) remote_norm=primary key(id) local_hash=dd4f98b0 remote_hash=dd4f98b0,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,aoe_human_reviews,aoe_human_reviews_reviewer_id_fkey,present,present,EQUIVALENT,info,constraint_type: local_raw=f remote_raw=f local_norm=FOREIGN_KEY remote_norm=FOREIGN_KEY local_hash=3e532317 remote_hash=3e532317; definition: local_raw=FOREIGN KEY (reviewer_id) REFERENCES auth.users(id) ON DELETE RESTRICT remote_raw=FOREIGN KEY (reviewer_id) REFERENCES auth.users(id) ON DELETE RESTRICT local_norm=foreign key (reviewer_id) references auth.users(id) on delete restrict remote_norm=foreign key (reviewer_id) references auth.users(id) on delete restrict local_hash=a8385270 remote_hash=a8385270,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,aoe_idempotency_keys,aoe_idempotency_keys_actor_id_fkey,present,present,EQUIVALENT,info,constraint_type: local_raw=f remote_raw=f local_norm=FOREIGN_KEY remote_norm=FOREIGN_KEY local_hash=3e532317 remote_hash=3e532317; definition: local_raw=FOREIGN KEY (actor_id) REFERENCES auth.users(id) ON DELETE RESTRICT remote_raw=FOREIGN KEY (actor_id) REFERENCES auth.users(id) ON DELETE RESTRICT local_norm=foreign key (actor_id) references auth.users(id) on delete restrict remote_norm=foreign key (actor_id) references auth.users(id) on delete restrict local_hash=2eb829a0 remote_hash=2eb829a0,No action.,20260716090000_baseline_aruka_v1.sql
constraint,public,aoe_idempotency_keys,aoe_idempotency_keys_decision_id_fkey,present,present,EQUIVALENT,info,constraint_type: local_raw=f remote_raw=f local_norm=FOREIGN_KEY remote_norm=FOREIGN_KEY local_hash=3e532317 remote_hash=3e532317; definition: local_raw=FOREIGN KEY (decision_id) REFERENCES aoe_decisions(id) ON DELETE SET NULL remote_raw=FOREIGN KEY (decision_id) REFERENCES aoe_decisions(id) ON DELETE SET NULL local_norm=foreign key(decision_id) references aoe_decisions(id) on delete set null remote_norm=foreign key(decision_id) references aoe_decisions(id) on delete set null local_hash=73a97caf remote_hash=73a97caf,No action.,20260716090000_baseline_aruka_v1.sql
