priority,security_impact,data_impact,category,schema,object,subobject,status,severity,source_migration,local_state,remote_state,details,evidence_quality,likely_cause,recommended_strategy,requires_remote_change,requires_history_alignment,manual_review_status
P0,HIGH,REVIEW_REQUIRED,policy,public,planos,Usuarios podem atualizar seus planos,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=UPDATE remote_raw=UPDATE local_norm=update remote_norm=update local_hash=20edd0a8 remote_hash=20edd0a8; qual: local_raw=(auth.uid() = user_id) remote_raw=(auth.uid() = user_id) local_norm=auth.uid() = user_id remote_norm=auth.uid() = user_id local_hash=8dc18120 remote_hash=8dc18120; with_check: local_raw=(auth.uid() = user_id) remote_raw=(auth.uid() = user_id) local_norm=auth.uid() = user_id remote_norm=auth.uid() = user_id local_hash=8dc18120 remote_hash=8dc18120,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,REVIEW_REQUIRED,policy,public,planos,Usuarios podem cadastrar seus planos,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=INSERT remote_raw=INSERT local_norm=insert remote_norm=insert local_hash=4d4029a remote_hash=4d4029a; qual: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; with_check: local_raw=(auth.uid() = user_id) remote_raw=(auth.uid() = user_id) local_norm=auth.uid() = user_id remote_norm=auth.uid() = user_id local_hash=8dc18120 remote_hash=8dc18120,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,REVIEW_REQUIRED,policy,public,planos,Usuarios podem excluir seus planos,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=DELETE remote_raw=DELETE local_norm=delete remote_norm=delete local_hash=f8838478 remote_hash=f8838478; qual: local_raw=(auth.uid() = user_id) remote_raw=(auth.uid() = user_id) local_norm=auth.uid() = user_id remote_norm=auth.uid() = user_id local_hash=8dc18120 remote_hash=8dc18120; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,REVIEW_REQUIRED,policy,public,planos,Usuarios podem listar seus planos,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=SELECT remote_raw=SELECT local_norm=select remote_norm=select local_hash=1b80e3c5 remote_hash=1b80e3c5; qual: local_raw=(auth.uid() = user_id) remote_raw=(auth.uid() = user_id) local_norm=auth.uid() = user_id remote_norm=auth.uid() = user_id local_hash=8dc18120 remote_hash=8dc18120; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,treino_dias,Usuarios podem atualizar dias dos seus treinos,REMOTE_MORE_PERMISSIVE,critical,"permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=UPDATE remote_raw=UPDATE local_norm=update remote_norm=update local_hash=20edd0a8 remote_hash=20edd0a8; qual: local_raw=(EXISTS ( SELECT 1
   FROM treinos
  WHERE ((treinos.id = treino_dias.treino_id) AND (treinos.user_id = auth.uid())))) remote_raw=(EXISTS ( SELECT 1
   FROM treinos
  WHERE ((treinos.id = treino_dias.treino_id) AND (treinos.user_id = auth.uid())))) local_norm=exists (select 1 from treinos where ((treinos.id = treino_dias.treino_id) and (treinos.user_id = auth.uid()))) remote_norm=exists (select 1 from treinos where ((treinos.id = treino_dias.treino_id) and (treinos.user_id = auth.uid()))) local_hash=28105305 remote_hash=28105305; with_check: local_raw=(EXISTS ( SELECT 1
   FROM treinos
  WHERE ((treinos.id = treino_dias.treino_id) AND (treinos.user_id = auth.uid())))) remote_raw=(EXISTS ( SELECT 1
   FROM treinos
  WHERE ((treinos.id = treino_dias.treino_id) AND (treinos.user_id = auth.uid())))) local_norm=exists (select 1 from treinos where ((treinos.id = treino_dias.treino_id) and (treinos.user_id = auth.uid()))) remote_norm=exists (select 1 from treinos where ((treinos.id = treino_dias.treino_id) and (treinos.user_id = auth.uid()))) local_hash=28105305 remote_hash=28105305",present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,treino_dias,Usuarios podem cadastrar dias dos seus treinos,REMOTE_MORE_PERMISSIVE,critical,"permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=INSERT remote_raw=INSERT local_norm=insert remote_norm=insert local_hash=4d4029a remote_hash=4d4029a; qual: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; with_check: local_raw=(EXISTS ( SELECT 1
   FROM treinos
  WHERE ((treinos.id = treino_dias.treino_id) AND (treinos.user_id = auth.uid())))) remote_raw=(EXISTS ( SELECT 1
   FROM treinos
  WHERE ((treinos.id = treino_dias.treino_id) AND (treinos.user_id = auth.uid())))) local_norm=exists (select 1 from treinos where ((treinos.id = treino_dias.treino_id) and (treinos.user_id = auth.uid()))) remote_norm=exists (select 1 from treinos where ((treinos.id = treino_dias.treino_id) and (treinos.user_id = auth.uid()))) local_hash=28105305 remote_hash=28105305",present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,treino_dias,Usuarios podem excluir dias dos seus treinos,REMOTE_MORE_PERMISSIVE,critical,"permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=DELETE remote_raw=DELETE local_norm=delete remote_norm=delete local_hash=f8838478 remote_hash=f8838478; qual: local_raw=(EXISTS ( SELECT 1
   FROM treinos
  WHERE ((treinos.id = treino_dias.treino_id) AND (treinos.user_id = auth.uid())))) remote_raw=(EXISTS ( SELECT 1
   FROM treinos
  WHERE ((treinos.id = treino_dias.treino_id) AND (treinos.user_id = auth.uid())))) local_norm=exists (select 1 from treinos where ((treinos.id = treino_dias.treino_id) and (treinos.user_id = auth.uid()))) remote_norm=exists (select 1 from treinos where ((treinos.id = treino_dias.treino_id) and (treinos.user_id = auth.uid()))) local_hash=28105305 remote_hash=28105305; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140",present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,treino_dias,Usuarios podem listar dias dos seus treinos,REMOTE_MORE_PERMISSIVE,critical,"permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=SELECT remote_raw=SELECT local_norm=select remote_norm=select local_hash=1b80e3c5 remote_hash=1b80e3c5; qual: local_raw=(EXISTS ( SELECT 1
   FROM treinos
  WHERE ((treinos.id = treino_dias.treino_id) AND (treinos.user_id = auth.uid())))) remote_raw=(EXISTS ( SELECT 1
   FROM treinos
  WHERE ((treinos.id = treino_dias.treino_id) AND (treinos.user_id = auth.uid())))) local_norm=exists (select 1 from treinos where ((treinos.id = treino_dias.treino_id) and (treinos.user_id = auth.uid()))) remote_norm=exists (select 1 from treinos where ((treinos.id = treino_dias.treino_id) and (treinos.user_id = auth.uid()))) local_hash=28105305 remote_hash=28105305; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140",present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,treino_exercicios,Usuarios podem atualizar exercicios dos seus treinos,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=UPDATE remote_raw=UPDATE local_norm=update remote_norm=update local_hash=20edd0a8 remote_hash=20edd0a8; qual: local_raw=[len 198 hash 717ed404] remote_raw=[len 198 hash 717ed404] local_norm=[len 185 hash a3e3015] remote_norm=[len 185 hash a3e3015] local_hash=a3e3015 remote_hash=a3e3015; with_check: local_raw=[len 198 hash 717ed404] remote_raw=[len 198 hash 717ed404] local_norm=[len 185 hash a3e3015] remote_norm=[len 185 hash a3e3015] local_hash=a3e3015 remote_hash=a3e3015,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,treino_exercicios,Usuarios podem cadastrar exercicios dos seus treinos,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=INSERT remote_raw=INSERT local_norm=insert remote_norm=insert local_hash=4d4029a remote_hash=4d4029a; qual: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; with_check: local_raw=[len 198 hash 717ed404] remote_raw=[len 198 hash 717ed404] local_norm=[len 185 hash a3e3015] remote_norm=[len 185 hash a3e3015] local_hash=a3e3015 remote_hash=a3e3015,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,treino_exercicios,Usuarios podem excluir exercicios dos seus treinos,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=DELETE remote_raw=DELETE local_norm=delete remote_norm=delete local_hash=f8838478 remote_hash=f8838478; qual: local_raw=[len 198 hash 717ed404] remote_raw=[len 198 hash 717ed404] local_norm=[len 185 hash a3e3015] remote_norm=[len 185 hash a3e3015] local_hash=a3e3015 remote_hash=a3e3015; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,treino_exercicios,Usuarios podem listar exercicios dos seus treinos,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=SELECT remote_raw=SELECT local_norm=select remote_norm=select local_hash=1b80e3c5 remote_hash=1b80e3c5; qual: local_raw=[len 198 hash 717ed404] remote_raw=[len 198 hash 717ed404] local_norm=[len 185 hash a3e3015] remote_norm=[len 185 hash a3e3015] local_hash=a3e3015 remote_hash=a3e3015; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,treinos,Usuarios podem atualizar seus treinos,REMOTE_MORE_PERMISSIVE,critical,"permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=UPDATE remote_raw=UPDATE local_norm=update remote_norm=update local_hash=20edd0a8 remote_hash=20edd0a8; qual: local_raw=(auth.uid() = user_id) remote_raw=(( SELECT auth.uid() AS uid) = user_id) local_norm=auth.uid() = user_id remote_norm=(select auth.uid() as uid) = user_id local_hash=8dc18120 remote_hash=62194ce7; with_check: local_raw=((auth.uid() = user_id) AND (EXISTS ( SELECT 1
   FROM alunos
  WHERE ((alunos.id = treinos.aluno_id) AND (alunos.user_id = auth.uid()))))) remote_raw=((( SELECT auth.uid() AS uid) = user_id) AND (EXISTS ( SELECT 1
   FROM alunos
  WHERE ((alunos.id = treinos.aluno_id) AND (alunos.user_id = ( SELECT auth.uid() AS uid)))))) local_norm=(auth.uid() = user_id) and (exists (select 1 from alunos where ((alunos.id = treinos.aluno_id) and (alunos.user_id = auth.uid())))) remote_norm=((select auth.uid() as uid) = user_id) and (exists (select 1 from alunos where ((alunos.id = treinos.aluno_id) and (alunos.user_id = (select auth.uid() as uid))))) local_hash=26321100 remote_hash=44a1498e",present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,treinos,Usuarios podem cadastrar seus treinos,REMOTE_MORE_PERMISSIVE,critical,"permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=INSERT remote_raw=INSERT local_norm=insert remote_norm=insert local_hash=4d4029a remote_hash=4d4029a; qual: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; with_check: local_raw=((auth.uid() = user_id) AND (EXISTS ( SELECT 1
   FROM alunos
  WHERE ((alunos.id = treinos.aluno_id) AND (alunos.user_id = auth.uid()))))) remote_raw=((( SELECT auth.uid() AS uid) = user_id) AND (EXISTS ( SELECT 1
   FROM alunos
  WHERE ((alunos.id = treinos.aluno_id) AND (alunos.user_id = ( SELECT auth.uid() AS uid)))))) local_norm=(auth.uid() = user_id) and (exists (select 1 from alunos where ((alunos.id = treinos.aluno_id) and (alunos.user_id = auth.uid())))) remote_norm=((select auth.uid() as uid) = user_id) and (exists (select 1 from alunos where ((alunos.id = treinos.aluno_id) and (alunos.user_id = (select auth.uid() as uid))))) local_hash=26321100 remote_hash=44a1498e",present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,treinos,Usuarios podem excluir seus treinos,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=DELETE remote_raw=DELETE local_norm=delete remote_norm=delete local_hash=f8838478 remote_hash=f8838478; qual: local_raw=(auth.uid() = user_id) remote_raw=(( SELECT auth.uid() AS uid) = user_id) local_norm=auth.uid() = user_id remote_norm=(select auth.uid() as uid) = user_id local_hash=8dc18120 remote_hash=62194ce7; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,treinos,Usuarios podem listar seus treinos,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=SELECT remote_raw=SELECT local_norm=select remote_norm=select local_hash=1b80e3c5 remote_hash=1b80e3c5; qual: local_raw=(auth.uid() = user_id) remote_raw=(( SELECT auth.uid() AS uid) = user_id) local_norm=auth.uid() = user_id remote_norm=(select auth.uid() as uid) = user_id local_hash=8dc18120 remote_hash=62194ce7; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,workout_templates,Usuarios podem atualizar seus modelos de treino,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=UPDATE remote_raw=UPDATE local_norm=update remote_norm=update local_hash=20edd0a8 remote_hash=20edd0a8; qual: local_raw=((auth.uid() = owner_id) AND (is_system = false)) remote_raw=((auth.uid() = owner_id) AND (is_system = false)) local_norm=(auth.uid() = owner_id) and (is_system = false) remote_norm=(auth.uid() = owner_id) and (is_system = false) local_hash=bbc6049 remote_hash=bbc6049; with_check: local_raw=((auth.uid() = owner_id) AND (is_system = false)) remote_raw=((auth.uid() = owner_id) AND (is_system = false)) local_norm=(auth.uid() = owner_id) and (is_system = false) remote_norm=(auth.uid() = owner_id) and (is_system = false) local_hash=bbc6049 remote_hash=bbc6049,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,workout_templates,Usuarios podem cadastrar seus modelos de treino,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=INSERT remote_raw=INSERT local_norm=insert remote_norm=insert local_hash=4d4029a remote_hash=4d4029a; qual: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; with_check: local_raw=((auth.uid() = owner_id) AND (is_system = false)) remote_raw=((auth.uid() = owner_id) AND (is_system = false)) local_norm=(auth.uid() = owner_id) and (is_system = false) remote_norm=(auth.uid() = owner_id) and (is_system = false) local_hash=bbc6049 remote_hash=bbc6049,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,workout_templates,Usuarios podem excluir seus modelos de treino,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=DELETE remote_raw=DELETE local_norm=delete remote_norm=delete local_hash=f8838478 remote_hash=f8838478; qual: local_raw=((auth.uid() = owner_id) AND (is_system = false)) remote_raw=((auth.uid() = owner_id) AND (is_system = false)) local_norm=(auth.uid() = owner_id) and (is_system = false) remote_norm=(auth.uid() = owner_id) and (is_system = false) local_hash=bbc6049 remote_hash=bbc6049; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,workout_templates,Usuarios podem listar seus modelos de treino,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=SELECT remote_raw=SELECT local_norm=select remote_norm=select local_hash=1b80e3c5 remote_hash=1b80e3c5; qual: local_raw=((auth.uid() = owner_id) AND (is_active = true) AND (is_system = false)) remote_raw=((auth.uid() = owner_id) AND (is_active = true) AND (is_system = false)) local_norm=(auth.uid() = owner_id) and (is_active = true) and (is_system = false) remote_norm=(auth.uid() = owner_id) and (is_active = true) and (is_system = false) local_hash=97ad7a61 remote_hash=97ad7a61; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aceites_legais,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aceites_legais,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,aceites_legais,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,acompanhamento_eventos,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,acompanhamento_eventos,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,acompanhamento_eventos,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,admin_logs,anon.DELETE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,admin_logs,anon.INSERT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,admin_logs,anon.SELECT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P0,REVIEW_REQUIRED,LOW,table_grant,public,admin_logs,anon.UPDATE,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
